mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
22	22	42	42	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	281									28	
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	282									28	
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	283									29	
23	23	45	45	0.0	1/4	1/4	StaffText	2/4	1	1	0						"<font size=""12""/>ritard."						29	
23	23	45	45	0.0	1/4	1/4	Spanner	2/4	1	1	0												29	4
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	284									29	4
23	23	44	44	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	285										4
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	286										4
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	287										
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	288										
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	289										
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	290										
23	23	181/4	181/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	291										
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	292										
23	23	44	44	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	293									30	
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	294									29	4
24	24	47	47	0.0	1/4	1/4	Spanner	2/4	1	1	0												29	
24	24	47	47	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	295									29	
24	24	46	46	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	296										
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	297										
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	298										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	299										
24	24	189/4	189/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8	1/8	1	300										
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	301										
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	302										
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	303										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	304										
24	24	189/4	189/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	305										
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	306										
24	24	46	46	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	307									30	
24	24	47	47	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	308									30	
25	25	48	48	0.0	0	0	Dynamic	2/4	1	1	0				p									
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	309									31	
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	310									31	
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	311									31	
25	25	49	49	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	312										
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	313									32	
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	314									32	
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	315									32	
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	316									32	
25	25	197/4	197/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	317										
25	25	48	48	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	318										
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	319										
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	320									31	
26	26	201/4	201/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	321										
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	322									33	
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	323									33	
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	324									33	
26	26	50	50	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	325										
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	326										
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	327									34	
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	328									34	
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	329									34	
26	26	51	51	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	330									34	
26	26	205/4	205/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	331										
26	26	50	50	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	332										
26	26	51	51	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	333										
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	334									33	
27	27	209/4	209/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	335										
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	336									35	
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	337									35	
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	338									35	
27	27	52	52	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	339										
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	340										
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	341									36	
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	342									36	
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	343									36	
27	27	53	53	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	344									36	
27	27	213/4	213/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	345										
27	27	52	52	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	346										
27	27	53	53	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	347										
28	28	54	54	0.0	0	0	StaffText	2/4	1	1	0						ritardando						35	
28	28	54	54	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	348									35	
28	28	217/4	217/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	349										
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	350									37	
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	351									37	
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	352									37	
28	28	54	54	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	353										
28	28	55	55	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	354										
28	28	54	54	0.0	0	0	Spanner	2/4	2	1	0													5
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	355									38	5
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	356									38	5
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	357									38	5
28	28	55	55	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	358									38	5
28	28	221/4	221/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	359										5
28	28	54	54	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	360										5
28	28	55	55	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	361										5
29	29	56	56	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	362									37	
29	29	225/4	225/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	363										
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	364									39	
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	365									39	
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	366									39	
29	29	56	56	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	367										
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	368										
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	369									40	5
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	370									40	5
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	371									40	5
29	29	57	57	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	372									40	5
29	29	229/4	229/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16	1/8	3/2	373										5
29	29	56	56	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	374										5
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	375										5
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	376									39	
30	30	233/4	233/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	377									39	
30	30	59	59	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	378									39	
30	30	58	58	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	379										
30	30	59	59	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	380										
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	381									41	5
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	382									41	5
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	383									41	5
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	384									41	5
30	30	58	58	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	385										5
31	31	60	60	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	386									39	
31	31	60	60	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	387									41	5
32	32	62	62	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	388										
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	389										5
32	32	63	63	0.0	1/4	1/4	Spanner	2/4	2	1	0													
32	32	62	62	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	390										
