mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
32	30	59	61	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	283				30		
32	30	119/2	123/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	284				30		
32	30	60	62	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	285				30		
33	31	121/2	125/2	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	286				29		0
33	31	123/2	127/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	287				29		0
33	31	121/2	125/2	1.0		0	0	Chord	2/4	1	2	1/4	1/4	1	288						0
33	31	123/2	127/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	289						0
33	31	121/2	125/2	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	290						
33	31	123/2	127/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	291						
33	31	121/2	125/2	0.5		0	0	Chord	2/4	2	2	1/8	1/8	1	292				30		
33	31	61	63	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	293				30		
33	31	123/2	127/2	0.5		1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	294				30		
33	31	62	64	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	295				30		
34	32	125/2	129/2	0.0		0	0	Spanner	2/4	1	1	0									
34	32	125/2	129/2	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	296						
34	32	125/2	129/2	2.0		0	0	Chord	2/4	1	2	1/2	1/2	1	297						
34	32	125/2	129/2	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	298						
34	32	125/2	129/2	0.5		0	0	Chord	2/4	2	2	1/8	1/8	1	299				30		
34	32	63	65	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	300				30		
34	32	127/2	131/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	301						
