mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
32	31	121/4	121/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	263									10				3
32	31	61/2	61/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	264									10				3
32	31	31	31	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	265									10				3
32	31	61/2	61/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	266													3
32	31	123/4	123/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	267													3
32	31	121/4	121/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	268													
32	31	61/2	61/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	269									15				
32	31	123/4	123/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	270									15				
32	31	31	31	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	271													
33	32	125/4	125/4	0.0	0	0	Spanner	2/8	1	1	0												10				
33	32	125/4	125/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	272									10				
33	32	63/2	63/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	273									10				
33	32	32	32	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	274									10				
33	32	63/2	63/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	275													
33	32	127/4	127/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	276													
33	32	125/4	125/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	277													
33	32	63/2	63/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	278									16				
33	32	127/4	127/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	279									16				
33	32	32	32	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	280													
34	33	129/4	129/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	281									10				
34	33	65/2	65/2	0.0	1/16	1/16	StaffText	2/8	1	1	0						ritard.						10				
34	33	65/2	65/2	0.75	1/16	1/16	Chord	2/8	1	1	3/16	1/8	3/2	282									10				
34	33	65/2	65/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	283													
34	33	131/4	131/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	284													
34	33	129/4	129/4	0.0	0	0	Spanner	2/8	2	1	0													3	3		
34	33	129/4	129/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	285										3	3		
34	33	65/2	65/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	286										3	3		
34	33	65/2	65/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	287										3	3		
34	33	131/4	131/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	288										3	3		
34	33	33	33	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	289										3	3		
34	33	131/4	131/4	0.5	1/8	1/8	Chord	2/8	2	3	1/8	1/8	1	290										3	3		
35	34	133/4	133/4	0.5	0	0	Chord	2/8	1	1	1/8	1/8	1	291													
35	34	34	34	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	292									17				
35	34	133/4	133/4	0.5	0	0	Chord	2/8	2	1	1/8	1/8	1	293										3	3		
35	34	135/4	135/4	0.0	1/8	1/8	Spanner	2/8	2	1	0																
36	35	137/4	137/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	294									17				
36	35	69/2	69/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	295									17				
36	35	35	35	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	296									17				
36	35	69/2	69/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	297													
36	35	139/4	139/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	298													
36	35	137/4	137/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	299													
36	35	69/2	69/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	300													
36	35	139/4	139/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	301													
36	35	35	35	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	302													
37	36	141/4	141/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	303									17				
37	36	71/2	71/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	304									17				
37	36	36	36	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	305									17				
37	36	71/2	71/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	306													
37	36	143/4	143/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	307													
37	36	141/4	141/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	308													
37	36	71/2	71/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	309													
37	36	71/2	71/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	310													
37	36	143/4	143/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	311													
37	36	36	36	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	312													
38	37	145/4	145/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	313									17				
38	37	73/2	73/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	314									17				
38	37	37	37	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	315									17				
38	37	73/2	73/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	316													
38	37	147/4	147/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	317													
38	37	145/4	145/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	318													
38	37	73/2	73/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	319													
38	37	147/4	147/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	320													
38	37	37	37	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	321													
39	38	149/4	149/4	0.0	0	0	Spanner	2/8	1	1	0												17				4
39	38	149/4	149/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	322									17				4
39	38	75/2	75/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	323									17				4
39	38	38	38	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	324									17				4
39	38	75/2	75/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	325													4
39	38	151/4	151/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	326													4
39	38	149/4	149/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	327													
39	38	75/2	75/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	328													
39	38	151/4	151/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	329													
39	38	38	38	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	330													
40	39	153/4	153/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	331									17				4
40	39	77/2	77/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	332									17				4
40	39	39	39	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	333									17				4
40	39	77/2	77/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	334													4
40	39	155/4	155/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	335													4
40	39	153/4	153/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	336													
40	39	77/2	77/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	337													
40	39	155/4	155/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	338													
40	39	39	39	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	339													
41	40	157/4	157/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	340									17				4
41	40	79/2	79/2	0.0	1/16	1/16	Spanner	2/8	1	1	0												17				
41	40	79/2	79/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	341									17				
41	40	40	40	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	342									17				
41	40	79/2	79/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	343													
41	40	159/4	159/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	344													
41	40	157/4	157/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	345													
41	40	79/2	79/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	346													
41	40	79/2	79/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	347													
41	40	159/4	159/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	348													
41	40	40	40	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	349													
42	41	161/4	161/4	0.0	0	0	StaffText	2/8	1	1	0						ritard.						17				
42	41	161/4	161/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	350									17				
42	41	81/2	81/2	0.75	1/16	1/16	Chord	2/8	1	1	3/16	1/8	3/2	351									17				
42	41	81/2	81/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	352													
42	41	163/4	163/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	353													
42	41	161/4	161/4	0.0	0	0	Spanner	2/8	2	1	0													4	4		
42	41	161/4	161/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	354		articAccentAbove								4	4		
42	41	81/2	81/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	355										4	4		
42	41	81/2	81/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	356										4	4		
42	41	163/4	163/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	357										4	4		
42	41	41	41	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	358										4	4		
42	41	163/4	163/4	0.5	1/8	1/8	Chord	2/8	2	3	1/8	1/8	1	359										4	4		
43	42	165/4	165/4	0.5	0	0	Chord	2/8	1	1	1/8	1/8	1	360													
43	42	42	42	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	361									18				
43	42	165/4	165/4	0.5	0	0	Chord	2/8	2	1	1/8	1/8	1	362										4	4		
43	42	167/4	167/4	0.0	1/8	1/8	Spanner	2/8	2	1	0																
44	43	169/4	169/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	363									18				
44	43	85/2	85/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	364									18				
44	43	43	43	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	365									18				
44	43	85/2	85/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	366													
44	43	171/4	171/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	367													
44	43	169/4	169/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	368													
44	43	85/2	85/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	369													
44	43	171/4	171/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	370													
44	43	43	43	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	371													
45	44	173/4	173/4	0.0	0	0	StaffText	2/8	1	1	0						ritard.						18				
45	44	173/4	173/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	372									18				
45	44	87/2	87/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	373									18				
45	44	44	44	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	374									18				
45	44	87/2	87/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	375													
45	44	175/4	175/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	376													
45	44	173/4	173/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	377													
45	44	87/2	87/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	378													
45	44	175/4	175/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	379													
45	44	44	44	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	380													
46	45	177/4	177/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	381									18				
46	45	89/2	89/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	382									18				
46	45	45	45	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	383									18				
46	45	89/2	89/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	384													
46	45	179/4	179/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	385													
46	45	177/4	177/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	386													
46	45	89/2	89/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	387													
46	45	179/4	179/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	388													
46	45	45	45	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	389													
47	46	181/4	181/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	390									18				
47	46	91/2	91/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	391									18				
47	46	46	46	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	392									18				
47	46	91/2	91/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	393													
47	46	183/4	183/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	394													
47	46	181/4	181/4	0.0	0	0	Spanner	2/8	2	1	0													5	5		
47	46	181/4	181/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	395										5	5		
47	46	91/2	91/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	396										5	5		
47	46	183/4	183/4	0.5	1/8	1/8	Chord	2/8	2	1	1/8	1/8	1	397										5	5		
47	46	91/2	91/2	0.75	1/16	1/16	Chord	2/8	2	2	3/16	1/8	3/2	398										5	5		
48	47	185/4	185/4	0.5	0	0	Chord	2/8	1	1	1/8	1/8	1	399													
48	47	47	47	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	400									19				
48	47	185/4	185/4	0.5	0	0	Chord	2/8	2	1	1/8	1/8	1	401										5	5		
48	47	187/4	187/4	0.0	1/8	1/8	Spanner	2/8	2	1	0																
49	48	189/4	189/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	402									19				
49	48	95/2	95/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	403									19				
49	48	48	48	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	404									19				
49	48	95/2	95/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	405													
49	48	191/4	191/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	406													
49	48	189/4	189/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	407													
49	48	95/2	95/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	408													
49	48	191/4	191/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	409													
49	48	48	48	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	410													
50	49	193/4	193/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	411									19				
50	49	97/2	97/2	0.0	1/16	1/16	Spanner	2/8	1	1	0												19				5
50	49	97/2	97/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	412									19				5
50	49	49	49	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	413									19				5
50	49	97/2	97/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	414													5
50	49	195/4	195/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	415													5
50	49	193/4	193/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	416													
50	49	97/2	97/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	417													
50	49	97/2	97/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	418													
50	49	195/4	195/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	419													
50	49	49	49	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	420													
50	49	195/4	195/4	0.5	1/8	1/8	Chord	2/8	2	3	1/8	1/8	1	421													
51	50	197/4	197/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	422									19				5
51	50	99/2	99/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	423									19				5
51	50	50	50	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	424									19				5
51	50	99/2	99/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	425													5
51	50	199/4	199/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	426													5
51	50	197/4	197/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	427													
51	50	99/2	99/2	0.75	1/16	1/16	Chord	2/8	2	1	3/16	1/8	3/2	428													
51	50	99/2	99/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	429													
51	50	199/4	199/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	430													
51	50	50	50	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	431													
51	50	199/4	199/4	0.5	1/8	1/8	Chord	2/8	2	3	1/8	1/8	1	432													
52	51	201/4	201/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	433									19				5
52	51	101/2	101/2	0.0	1/16	1/16	Spanner	2/8	1	1	0																
52	51	101/2	101/2	0.25	1/16	1/16	Chord	2/8	1	1	1/16	1/16	1	434													
52	51	51	51	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	435									20				
52	51	101/2	101/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	436													
52	51	203/4	203/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	437													
52	51	201/4	201/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	438													
52	51	101/2	101/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	439													
52	51	203/4	203/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	440													
52	51	51	51	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	441													
53	52	205/4	205/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	442									20				
53	52	103/2	103/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	443									20				
53	52	52	52	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	444									20				
53	52	103/2	103/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	445													
53	52	207/4	207/4	0.375	1/8	1/8	Chord	2/8	1	2	3/32	1/16	3/2	446													
53	52	417/8	417/8	0.125	7/32	7/32	Chord	2/8	1	2	1/32	1/32	1	447													
53	52	205/4	205/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	448													
53	52	103/2	103/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	449													
53	52	207/4	207/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	450													
53	52	52	52	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	451													
54	53	209/4	209/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	452									20, 21				
54	53	105/2	105/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	453									20				
54	53	53	53	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	454									20				
54	53	209/4	209/4	0.25	0	0	Chord	2/8	1	2	1/16	1/16	1	455													
54	53	105/2	105/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	456													
54	53	211/4	211/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	457													
54	53	209/4	209/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	458													
54	53	105/2	105/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	459													
54	53	211/4	211/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	460													
54	53	53	53	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	461													
55	54	213/4	213/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	462									20				
55	54	107/2	107/2	0.0	1/16	1/16	Spanner	2/8	1	1	0												20				6
55	54	107/2	107/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	463									20				6
55	54	54	54	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	464									20				6
55	54	107/2	107/2	0.25	1/16	1/16	Chord	2/8	1	2	1/16	1/16	1	465													6
55	54	215/4	215/4	0.5	1/8	1/8	Chord	2/8	1	2	1/8	1/8	1	466													6
55	54	213/4	213/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	467													
55	54	54	54	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	468									22				
55	54	107/2	107/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	469													
55	54	215/4	215/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	470													
55	54	54	54	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	471													
56	55	217/4	217/4	0.0	0	0	StaffText	2/8	1	1	0						ritardando										6
56	55	217/4	217/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	472													6
56	55	109/2	109/2	0.0	1/16	1/16	Spanner	2/8	1	1	0																
56	55	109/2	109/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	473													
56	55	55	55	0.0	3/16	3/16	Spanner	2/8	1	1	0															1	
56	55	55	55	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	474									23			1	
56	55	217/4	217/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	475									22				
56	55	219/4	219/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	476									22				
56	55	109/2	109/2	0.25	1/16	1/16	Chord	2/8	2	2	1/16	1/16	1	477													
56	55	219/4	219/4	0.25	1/8	1/8	Chord	2/8	2	2	1/16	1/16	1	478													
56	55	55	55	0.25	3/16	3/16	Chord	2/8	2	2	1/16	1/16	1	479													
57	56	221/4	221/4	0.25	0	0	Chord	2/8	1	1	1/16	1/16	1	480									23			1	
57	56	111/2	111/2	0.5	1/16	1/16	Chord	2/8	1	1	1/8	1/8	1	481												1	
57	56	56	56	0.25	3/16	3/16	Chord	2/8	1	1	1/16	1/16	1	482												1	
57	56	221/4	221/4	0.25	0	0	Chord	2/8	2	1	1/16	1/16	1	483									22				
57	56	111/2	111/2	0.25	1/16	1/16	Chord	2/8	2	1	1/16	1/16	1	484									22				
57	56	223/4	223/4	0.25	1/8	1/8	Chord	2/8	2	1	1/16	1/16	1	485									22				
57	56	56	56	0.25	3/16	3/16	Chord	2/8	2	1	1/16	1/16	1	486									22				
57	56	221/4	221/4	0.25	0	0	Chord	2/8	2	2	1/16	1/16	1	487													
58	57	225/4	225/4	0.0	0	0	Spanner	2/8	1	1	0																
58	57	225/4	225/4	2.0	0	0	Chord	2/8	1	1	1/2	1/2	1	488													
58	57	225/4	225/4	2.0	0	0	Chord	2/8	2	1	1/2	1/2	1	489													
