mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
18	15	59/2	67/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	262									23		
18	15	30	34	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	263									23		
18	15	57/2	65/2	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	264											
18	15	115/4	131/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	265											
18	15	29	33	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	266											
18	15	117/4	133/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	267											
18	15	59/2	67/2	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	268											
18	15	119/4	135/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	269											
18	15	30	34	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	270											
18	15	121/4	137/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	271											
18	15	57/2	65/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	272									24		
18	15	29	33	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	273									24		
18	15	59/2	67/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	274		articAccentAbove							24		
18	15	30	34	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	275									24		
19	16	61/2	69/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	276									23		
19	16	31	35	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	277									23		
19	16	63/2	71/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	278											
19	16	61/2	69/2	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	279											
19	16	123/4	139/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	280											
19	16	31	35	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	281											
19	16	125/4	141/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	282											
19	16	63/2	71/2	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	283											
19	16	127/4	143/4	0.75		5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	284											
19	16	61/2	69/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	285									24		
19	16	63/2	71/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	286											
19	16	61/2	69/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	287											
19	16	31	35	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	288											
19	16	63/2	71/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	289											
